Department,Module Code , Title,Credits,
School of Education,PN6012 , SUBJECT PEDAGOGICS 2 (ENGINEERING),3,
School of Education,PN6021 , SUBJECT PEDAGOGICS 1 (CONSTRUCTION),6,
School of Education,PN6022 , SUBJECT PEDAGOGICS 2 (CONSTRUCTION),3,
School of Education,PS4123 , PEDAGOGY AND RESEARCH IN PHYSICS EDUCATION,6,
School of Education,SE4002 , TEACHING SCIENCE 1,12,
School of Education,SE4006 , SCIENCE TEACHING 3,6,
School of Education,SE4007 , PROJECT 1,6,
School of Education,SE4014 , TEACHING SCIENCE 1,6,
School of Education,SE4016 , ADVANCED SCIENCE PEDAGOGY,6,
School of Education,SE4017 , PROJECT 1,3,
School of Education,SE4018 , PROJECT 2,3,
School of Education,SE4024 , TEACHING SCIENCE 2,6,
School of Education,SE4034 , INTRODUCTION TO SCIENCE PEDAGOGY,6,
School of Education,TP4004 , TEACHING PRACTICE 1,12,
School of Education,TP4007 , TEACHING PRACTICE 2,18,
School of Education,TP4014 , SCHOOL PLACEMENT 1,18,
School of Education,TP4017 , SCHOOL PLACEMENT 2,24,
School of Education,TP4024 , SCHOOL PLACEMENT 1,24,
School of Education,TP4027 , SCHOOL PLACEMENT 2,30,
School of Education,TP5001 , TEACHING PRACTICE 1,6,
School of Education,TP5002 , TEACHING PRACTICE 2,6,
School of Education,TP5011 , SCHOOL PLACEMENT 1,6,
School of Education,TP5012 , SCHOOL PLACEMENT 2,6,
School of Education,WT4002 , WOOD TECHNOLOGY AND DESIGN 1 (ED),6,
School of Education,WT4004 , WOOD TECHNOLOGY AND DESIGN 2,6,
School of Education,WT4005 , ARCHITECTURAL TECHNOLOGY: HERITAGE AND DESIGN,6,
School of Education,WT4006 , ARCHITECTURAL TECHNOLOGY: SERVICES AND CONTROL TECHNOLOGIES,6,
School of Education,WT4007 , BUILDING MEASUREMENT AND DOCUMENTATION,6,
School of Education,WT4008 , SAFETY IN TECHNOLOGY CLASSROOMS,6,
School of Education,WT4013 , WOOD PROCESSING: PRACTICE AND SAFETY,6,
School of Education,WT4015 , ARCHITECTURAL TECHNOLOGY 1: DESIGNING SUSTAINABLE HOMES IN CONTEXT,6,
School of Education,WT4016 , WOOD TECHNOLOGY AND DESIGN 2,6,
School of Education,WT4024 , PREPARATION AND PLANNING FOR TECHNOLOGY TEACHING (MATERIALS AND ARCHITECTURAL TECHNOLOGY),6,
School of Education,WT4025 , WOOD TECHNOLOGY AND DESIGN 2 (ED),6,
School of Education,WT4026 , ARCHITECTURAL TECHNOLOGY 2: DESIGNING HOMES FOR COMFORT AND LOW ENERGY CONSUMPTION,6,
School of Education,WT4028 , WOOD TECHNOLOGY AND DESIGN 3 (ED),6,
School of Education,WT4036 , ARCHITECTURAL TECHNOLOGY 3: ENVELOPE DESIGN CONCEPTS,6,
School of Education,WT4048 , HEALTH AND SAFETY IN TECHNOLOGY EDUCATION,3,
School of Education,WT4102 , WOOD SCIENCE 1,6,
School of Education,WT4103 , WOOD TECHNOLOGY AND DESIGN 1,6,
School of Education,WT4106 , ARCHITECTURAL TECHNOLOGY: MATERIALS TECHNOLOGY AND DESIGN,6,
School of Education,WT4201 , WOOD TECHNOLOGY 1,6,
School of Education,WT4205 , ARCHITECTURAL TECHNOLOGY: THE BUILT ENVIRONMENT,6,
School of Education,WT4302 , WOOD TECHNOLOGY 2,6,
School of Education,WT4603 , WOOD PROCESSING SAFETY AND PRACTICE,6,
School of Education,WT4904 , DESIGN FOR TEACHERS,6,
School of Education,WT4927 , FINAL YEAR PROJECT 1,3,
School of Education,WT4937 , SAFETY IN TECHNOLOGY CLASSROOMS: LEGISLATION & PRACTICE 1,3,
School of Education,WT4938 , PROJECT 3 MATERIALS AND CONSTRUCTION,12,
School of Education,WT4948 , PROJECT 2 MATERIALS AND CONSTRUCTION,6,
School of Education,WT4958 , FINAL YEAR PROJECT 2,15,
School of Education,WT4968 , SAFETY IN TECHNOLOGY CLASSROOMS: LEGISLATION & PRACTICE 2,3,
School of Education,WT5911 , TECHNOLOGY EDUCATION AND WORKSHOP PRACTICE 1 (MATERIALS AND CONSTRUCTION),6,
School of Education,WT5912 , TECHNOLOGY EDUCATION AND WORKSHOP PRACTICE 2 (MATERIALS AND CONSTRUCTION),6,
School of Engineering,AS2391 , MANUFACTURING TECHNOLOGY AND CAD,6,
School of Engineering,AS2402 , INTRODUCTION TO ENGINEERING,6,
School of Engineering,AU3001 , INTRODUCTION TO LEARNING,6,
School of Engineering,AU3003 , MATHS 2,6,
School of Engineering,AU3004 , INTRODUCTION TO ENVIRONMENTAL SCIENCE,6,
School of Engineering,AU3011 , MATHS 1,6,
School of Engineering,AU3012 , BIOLOGY AND BIOTECHNOLOGY 1,6,
School of Engineering,AU3013 , PHYSICS 2,6,
School of Engineering,AU3014 , OPERATIONS ENGINEERING,6,
School of Engineering,AU3021 , CHEMISTRY,6,
School of Engineering,AU3022 , PHYSICS 1,6,
School of Engineering,AU3023 , STATISTICS,6,
School of Engineering,AU3024 , ORGANISATIONAL BEHAVIOUR,6,
School of Engineering,AU3031 , INFORMATION TECHNOLOGY,6,
School of Engineering,AU3032 , INTRODUCTION TO MANAGEMENT,6,
School of Engineering,AU3033 , PROJECT 1,6,
School of Engineering,AU3034 , PROJECT 2,6,
School of Engineering,AU3041 ," SCIENCE, TECHNOLOGY AND INNOVATION",6,
School of Engineering,AU3042 , INTRODUCTION TO OPERATIONS ENGINEERING,6,
School of Engineering,AU3051 , DATABASE APPLICATIONS,6,
School of Engineering,AU3061 , MOLECULAR MEDICINE 1,6,
School of Engineering,AU3071 , ANALYTICAL CHEMISTRY,6,
School of Engineering,AU3081 , ENVIRONMENTAL CHEMISTRY,6,
School of Engineering,AU3091 , BIOLOGY AND BIOTECHNOLOGY 2,6,
School of Engineering,AU3101 , DESIGN OF ENGINEERING SYSTEMS,6,
School of Engineering,AU3111 , INTRODUCTION TO MANAGEMENT SCIENCE,6,
School of Engineering,AU3121 , CAD MODELLING,6,
School of Engineering,AU3131 , INTRODUCTION TO QUALITY MANAGEMENT,6,
School of Engineering,AU4001 , ANATOMY,6,
School of Engineering,AU4002 , CELL BIOLOGY,6,
School of Engineering,AU4003 , HEALTH AND SAFETY SYSTEMS,6,
School of Engineering,AU4004 , MATERIALS SCIENCE AND PROCESSES,6,
School of Engineering,AU4011 , AUTOMATION 1,6,
School of Engineering,AU4012 , DESIGN FOR ENVIRONMENT,6,
School of Engineering,AU4013 , IMMUNOLOGY AND HUMAN THERAPEUTICS,6,
School of Engineering,AU4014 , MECHANICS OF SOLIDS,6,
School of Engineering,AU4021 , AUTOMATION 2,6,
School of Engineering,AU4022 , DESIGN FOR ENGINEERING SYSTEMS,6,
School of Engineering,AU4023 , INNOVATION MANAGEMENT,6,
School of Engineering,AU4024 , MEDICAL DEVICE DESIGN,6,
School of Engineering,AU4031 , BIOCOMPATIBILITY AND DEVICE DESIGN,6,
School of Engineering,AU4032 , ENGINEERING MECHANICS,6,
School of Engineering,AU4033 , INTRODUCTION TO MARKETING,6,
School of Engineering,AU4034 , NEXT GENERATION SEQUENCING TECHNOLOGIES,6,
School of Engineering,AU4041 , BIOMECHANICS,6,
School of Engineering,AU4042 , ENTERPRISE MODELLING AND SIMULATION,6,
School of Engineering,AU4043 , LEAN THINKING / LEAN TOOLS,6,
School of Engineering,AU4044 , PROBLEM SOLVING TOOLS AND TECHNIQUES,6,
School of Engineering,AU4051 , BIOMEDICAL DATA MANAGEMENT,6,
School of Engineering,AU4052 , ENVIRONMENTAL IMPACT ASSESSMENT,6,
School of Engineering,AU4053 , MACHINE DESIGN,6,
School of Engineering,AU4054 , PRODUCT AND PROCESS DEVELOPMENT,6,
School of Engineering,AU4061 , BIOMEDICAL IMAGING TECHNOLOGIES,6,
School of Engineering,AU4062 , ENVIRONMENTAL MANAGEMENT SYSTEMS,6,
School of Engineering,AU4063 , MANAGEMENT INFORMATION SYSTEMS,6,
School of Engineering,AU4064 , PROJECT 3,6,
School of Engineering,AU4071 , BIOPROCESS TECHNOLOGY,6,
School of Engineering,AU4072 , ENVIRONMENTAL SCIENCE,6,
School of Engineering,AU4073 , MANUFACTURING TECHNOLOGY,6,
School of Engineering,AU4074 , PROJECT 4,6,
School of Engineering,AU4081 , CAD MODELLING,6,
School of Engineering,AU4082 , GENOME TECHNOLOGIES,6,
School of Engineering,AU4083 , MARKETING INFORMATION AND RESEARCH,6,
School of Engineering,AU4084 , PROJECT MANAGEMENT,6,
School of Engineering,AU4091 , CELL AND TISSUE CULTURE,6,
School of Engineering,AU4092 , GLYCOBIOLOGY,6,
School of Engineering,AU4093 , MARKETING POLICY AND PLANNING,6,
School of Engineering,AU4094 , QUALITY SCIENCE ,6,
School of Engineering,AU4104 , REGULATORY COMPLIANCE,6,
School of Engineering,AU4114 , RESEARCH METHODOLOGY,6,
School of Engineering,AU4124 , SELLING AND SALES MANAGEMENT,6,
School of Engineering,AU4134 , SUSTAINABILITY AND DESIGN,6,
School of Engineering,AU4144 , TECHNOLOGY INNOVATION AND ENTREPRENEURSHIP,6,
School of Engineering,AU4154 , UPSTREAM AND DOWNSTREAM PROCESSING,6,
School of Engineering,AU5001 , INNOVATION AND TECHNOLOGY TRANSFER,6,
School of Engineering,AU5002 , Strategic Business and Technology Management,6,
School of Engineering,AU5003 , Dissertation,15,
School of Engineering,AU5004 , Dissertation,15,
School of Engineering,AU5011 , STRATEGIC BUSINESS AND OPERATIONS MANAGEMENT,6,
School of Engineering,AU5012 , TECHNOLOGY FINANCE AND CAPITAL,6,
School of Engineering,AU5013 , Product Design and Development,6,
School of Engineering,AU5014 ," Enterprise, Product Modelling and Simulation",6,
School of Engineering,AU5022 , MANAGING TECHNOLOGY PROJECTS,6,
School of Engineering,AU5031 , Information Systems and Software Management,6,
School of Engineering,AU5032 , MARKETING TECHNOLOGY PRODUCTS,6,
School of Engineering,AU5033 ," LEADERSHIP, CHANGE AND INNOVATION MANAGEMENT",6,
School of Engineering,AU5041 , LEAN THINKING / LEAN TOOLS 1,6,
School of Engineering,AU5042 , LEAN THINKING / LEAN TOOLS 2,6,
School of Engineering,AU5043 , ENTERPRISE IMPROVEMENT PROJECT,30,
School of Engineering,AU5051 , PROBLEM SOLVING TOOLS AND TECHNIQUES,6,
School of Engineering,AU5052 , TECHNOLOGY INNOVATION AND ENTREPRENEURSHIP,6,
School of Engineering,AU5061 , ORGANISATION BEHAVIOUR AND DEVELOPMENT,6,
School of Engineering,AU5062 , TECHNOLOGY COMMERCIALISATION PROJECT,12,
School of Engineering,AU5071 , INNOVATION MANAGEMENT PROJECT 1,6,
School of Engineering,AU5072 , INNOVATION MANAGEMENT PROJECT 2,6,
School of Engineering,AU5081 , MANAGING INNOVATION,6,
School of Engineering,AU5082 , LEAN HEALTH PROJECT,12,
School of Engineering,AU5091 ," LEAN SIGMA, PROJECT MANAGEMENT AND FINANCE",6,
School of Engineering,AU5092 , LEAN SYSTEMS PROJECT,12,
School of Engineering,AU5101 , DIGITALISATION OF PROCESS,6,
School of Engineering,AU5102 , IMPROVING BUSINESS PROCESSES,6,
School of Engineering,AU5111 , INTRODUCTION TO CYBER,6,
School of Engineering,AU5112 , INTRODUCTION TO DATA ANALYTICS/VISUALISATION & MACHINE LEARNING,6,
School of Engineering,AU5122 , APPLIED RESEARCH PROJECT IN BUSINESS PROCESS DIGITALISATION,12,
School of Engineering,AU5132 , STRATEGIC BUSINESS PLANNING AND EVALUATION,6,
School of Engineering,AU6003 , LEAN TOOLS AND TECHNIQUES,6,
School of Engineering,CE4001 , ENGINEERING MECHANICS 1,6,
School of Engineering,CE4002 , ENGINEERING MECHANICS ,6,
School of Engineering,,,,
School of Engineering,CE4003 , FLUID MECHANICS,3,
School of Engineering,CE4004 , MECHANICS OF SOLIDS,3,
School of Engineering,CE4005 , STRUCTURAL THEORY,6,
School of Engineering,CE4007 , WATER MANAGEMENT SYSTEMS,6,
School of Engineering,CE4011 ," BUILDING MATERIALS, ASSEMBLY AND STRUCTURE",6,
School of Engineering,CE4012 , DESIGN STUDIO 1,6,
School of Engineering,CE4013 , STRUCTURAL ANALYSIS,6,
School of Engineering,CE4014 , HYDRAULICS AND WATER ENGINEERING,6,
School of Engineering,CE4015 , SOIL MECHANICS,6,
School of Engineering,CE4017 , PROJECT 1 (CIVIL ENGINEERING),12,
School of Engineering,CE4018 , PROJECT 2 (CIVIL ENGINEERING),6,
School of Engineering,CE4023 , DESIGN STUDIO 1,6,
School of Engineering,CE4024 , STRUCTURAL STEEL AND TIMBER DESIGN,6,
School of Engineering,CE4025 , TRANSPORT PLANNING AND DESIGN,6,
School of Engineering,CE4027 , ADVANCED STRUCTURES,6,
School of Engineering,CE4028 , ENERGY EFFICIENT BULDINGS: MODELLING AND DESIGN,6,
School of Engineering,CE4033 , MODELLING AND ANALYSIS OF FLUID SYSTEMS,3,
School of Engineering,CE4034 , BUILDING ENERGY SYSTEMS,3,
School of Engineering,CE4035 , REINFORCED CONCRETE AND MASONRY DESIGN,6,
School of Engineering,CE4037 , INNOVATION AND DESIGN,6,
School of Engineering,CE4038 , PROFESSIONAL PRACTICE,6,
School of Engineering,CE4043 , STRUCTURAL ENGINEERING DESIGN 2,6,
School of Engineering,CE4044 , FLUIDS AND ENERGY,6,
School of Engineering,CE4045 , PROFESSIONAL PRACTICE 1,6,
School of Engineering,CE4047 ," WIND, OCEAN AND HYDRO ENERGY",6,
School of Engineering,CE4048 , GEOTECHNICAL ENGINEERING DESIGN,6,
School of Engineering,CE4055 , REINFORCED CONCRETE DESIGN 1,6,
School of Engineering,CE4057 , PROJECT 1 CIVIL ENGINEERING,6,
School of Engineering,CE4058 , PROJECT PLANNING AND CONTROL FOR THE BUILT ENVIRONMENT,6,
School of Engineering,CE4067 , SCHEME DESIGN,6,
School of Engineering,CE4068 , PROCUREMENT AND CONTRACTING II,6,
School of Engineering,CE4078 , PROJECT 2 CIVIL ENGINEERING,12,
School of Engineering,CE4088 , REINFORCED CONCRETE DESIGN II,6,
School of Engineering,CE6001 ," WIND, OCEAN & HYDRO ENERGY",6,
School of Engineering,DM4003 , OPERATIONS MODELLING (ENG),6,
School of Engineering,DM4004 , PLANT AUTOMATION (ENG),6,
School of Engineering,DM4006 , ENGINEERING DESIGN,6,
School of Engineering,DM4007 , DESIGN PROJECT 1,6,
School of Engineering,DM4008 , DESIGN PROJECT 2,6,
School of Engineering,DM4013 , STEM RESEARCH INTERNSHIP,12,
School of Engineering,DM4016 , PRODUCT AUTOMATION,6,
School of Engineering,DM4017 , SIMULATION MODELLING AND ANALYSIS,6,
School of Engineering,DM4018 , DESIGN PROJECT 3,6,
School of Engineering,DM4027 , MEASUREMENT AND QUALITY SYSTEMS (ENG),6,
School of Engineering,DM4028 , ENGINEERING SUSTAINABLE PRODUCTS,6,
School of Engineering,DM4038 , ADVANCED MANUFACTURING,6,
School of Engineering,DM5011 , AUTOMATED SYSTEM DESIGN (BLENDED) ,6,
School of Engineering,DM5012 , TECHNOLOGY TRAJECTORY STRATEGY,6,
School of Engineering,DM5021 , DISRUPTIVE INNOVATION IN CONTEXT,6,
School of Engineering,DM5022 , SYSTEM INTEGRATION (BLENDED),6,
School of Engineering,DM6001 , LOW COST AUTOMATED SYSTEMS,6,
School of Engineering,DM6002 , MECHATRONICS PROJECT 1,3,
School of Engineering,DM6003 , MECHATRONICS DESIGN PROJECT,27,
School of Engineering,DM6011 , AUTOMATED SYSTEM DESIGN,6,
School of Engineering,DM6012 , 3D CAD MODELLING AND MACHINE DESIGN,6,
School of Engineering,DM6021 , ADVANCED AND EMERGING MANUFACTURING TECHNOLOGIES,6,
School of Engineering,DM6022 , SYSTEM INTEGRATION,6,
School of Engineering,DM6031 , AUTOMATION AND CONTROL,6,
School of Engineering,EN6421 , RESEARCH PROJECT 1 (MSC CIVIL ENGINEERNG),3,
School of Engineering,EN6422 , RESEARCH PROJECT 2 (MSC CIVIL ENGINEERING),6,
School of Engineering,EN6423 , RESEARCH PROJECT 3 (MSC CIVIL ENGINEERING),30,
School of Engineering,EN6431 , STRUCTURAL DYNAMICS AND EARTHQUAKE ENGINEERING,6,
School of Engineering,EN6441 , AIR QUALITY AND NOISE POLLUTION,6,
School of Engineering,EN6442 , ADVANCED GEOTECHNICAL ENGINEERING,6,
School of Engineering,EN6452 , INTEGRATED POLLUTION MANAGEMENT,6,
School of Engineering,EN6462 , ENERGY EFFICIENT BUILDINGS 2,6,
School of Engineering,EN6472 , ADVANCED STRUCTURES,6,
School of Engineering,ES4007 , ENGINEERING SCIENCE PROJECT 1,6,
School of Engineering,ES4008 , ENGINEERING SCIENCE PROJECT 2,6,
School of Engineering,ID4112 , DESIGN MECHANICS,6,
School of Engineering,IE2011 , INDUSTRY LEARNING PROJECT,6,
School of Engineering,IE4041 , Lean and Quality Systems Project,6,
School of Engineering,IE4214 , INDUSTRIAL ORGANISATION,6,
School of Engineering,IE4224 , SUPPLY CHAIN MODELLING,6,
School of Engineering,IE4238 , OPERATIONS ANALYSIS AM,6,
School of Engineering,IE4248 , PROJECT PLANNING AND CONTROL,6,
School of Engineering,IE4368 , PLANT AND PROCESS MANAGEMENT 1,6,
School of Engineering,IE4518 , ENGINEERING PSYCHOLOGY,6,
School of Engineering,IE4711 , MANUFACTURING INTEGRATION,6,
School of Engineering,IE4712 , OPERATIONS INTEGRATION,6,
School of Engineering,IE5002 , SIMULATION MODELLING IN SUPPLY CHAINS,6,
School of Engineering,IE5111 , WORK ANALYSIS TECHNIQUES,6,
School of Engineering,IE5112 , INSTRUMENTATION FOR SAFETY,6,
School of Engineering,IE5411 , HUMAN RELIABILITY,3,
School of Engineering,IE5412 , OCCUPATIONAL ERGONOMICS,6,
School of Engineering,IE5511 , HUMAN PERFORMANCE,3,
School of Engineering,IE5512 , WORK PSYCHOLOGY,3,
School of Engineering,IE5542 , INDEPENDENT STUDY,6,
School of Engineering,IE5552 , HUMAN,3,
School of Engineering,IE5631 , ANATOMY AND PHYSIOLOGY FOUNDATIONS,6,
School of Engineering,IE5711 , DESIGN AND ANALYSIS OF EXPERIMENTS,3,
School of Engineering,IE5712 , DESIGN AND ANALYSIS OF EXPERIMENTS 2,3,
School of Engineering,IE5811 , SEMINARS IN PROFESSIONAL ISSUES 1,6,
School of Engineering,IE5812 , SEMINARS IN PROFESSIONAL ISSUES 2,6,
School of Engineering,IE5813 , SEMINARS IN PROFESSIONAL ISSUES 3,6,
School of Engineering,IE5814 , SEMINARS IN PROFESSIONAL ISSUES 4,6,
School of Engineering,IE5911 , SAFETY AND HYGIENE,6,
School of Engineering,IE5912 , WORKPLACE HAZARDS,6,
School of Engineering,IE6001 , HUMAN RELIABILITY,6,
School of Engineering,IE6011 , HUMAN PERFORMANCE,6,
School of Engineering,IE6013 , SAFETY AND ERGONOMICS THESIS 2,6,
School of Engineering,IE6022 , WORK PSYCHOLOGY,6,
School of Engineering,IE6023 , SAFETY AND ERGONOMICS THESIS 3,6,
School of Engineering,IE6202 , ENTERPRISE PERFORMANCE MODELLING,6,
School of Engineering,IE6211 , COMPUTER AIDED PROCESS MODELLING,6,
School of Engineering,MA4011 , SCIENCE AND ENGINEERING MATHEMATICS 1,6,
School of Engineering,ME2001 , COMPOSITES MANUFACTURING: MATERIALS,6,
School of Engineering,ME2002 , COMPOSITES MANUFACTURING: TECHNIQUES,6,
School of Engineering,ME4000 , TECHNICAL COMMUNICATION FOR ENGINEERS,9,
School of Engineering,ME4001 , INTRODUCTION TO ENGINEERING 1,3,
School of Engineering,ME4002 , INTRODUCTION TO ENGINEERING 2,6,
School of Engineering,ME4003 , COMPUTER AIDED DESIGN,6,
School of Engineering,ME4008 , ORTHOPAEDIC BIOMECHANICS AND MECHANOBIOLOGY,6,
School of Engineering,ME4009 , MEDICAL DEVICE DESIGN AND PLACEMENT 2,6,
School of Engineering,ME4010 , Turbine Aeroplane Aerodynamics Structures and Systems 2 (EASA),12,
School of Engineering,ME4011 , CONTROL ENGINEERING,6,
School of Engineering,ME4012 , ENGINEERING IN THE AVIATION INDUSTRY,6,
School of Engineering,ME4017 , PROJECT 1 MECHANICAL ENG,6,
School of Engineering,ME4018 , PROJECT 2 MECHANICAL ENGINEERING,6,
School of Engineering,ME4019 , Maintenance Practices 2 (EASA),6,
School of Engineering,ME4021 , ENGINEERING IN THE AVIATION INDUSTRY,3,
School of Engineering,ME4022 , AIRCRAFT AND SPACECRAFT SYSTEMS,6,
School of Engineering,ME4027 , PROJECT 1 AERONAUTICAL ENGINEERING,6,
School of Engineering,ME4028 , PROJECT 3 MECHANICAL ENGINEERING,6,
School of Engineering,ME4029 , ORTHOPAEDIC BIOMECHANICS,6,
School of Engineering,ME4031 , AEROSPACE STRUCTURES,6,
School of Engineering,ME4032 , STRUCTURAL ENGINEERING DESIGN,6,
School of Engineering,ME4037 , ADVANCED MECHANICS OF SOLIDS,6,
School of Engineering,ME4038 , PROJECT 2 AERONAUTICAL ENGINEERING,6,
School of Engineering,ME4042 , INTRODUCTION TO DESIGN FOR MANUFACTURE,6,
School of Engineering,ME4047 , FUELS AND ENERGY CONVERSION,6,
School of Engineering,ME4048 , PROJECT 3 AERONAUTICAL ENGINEERING,6,
School of Engineering,ME4049 , ENGINEERING PROJECT,12,
School of Engineering,ME4052 , CELL AND TISSUE BEHAVIOUR FOR ENGINEERS,6,
School of Engineering,ME4057 , AEROSPACE METALLIC MATERIALS,6,
School of Engineering,ME4058 , ENGINEERING BIOMECHANICS,6,
School of Engineering,ME4059 , ENGINE THERMODYNAMICS,6,
School of Engineering,ME4060 , PROJECT 1 AIRCRAFT MAINTENANCE AND OPERATIONS,12,
School of Engineering,ME4061 , THEORETICAL AERODYNAMICS,6,
School of Engineering,ME4062 , PROJECT 2 AIRCRAFT MAINTENANCE AND OPERATIONS,12,
School of Engineering,ME4063 , AIRCRAFT STRUCTURAL ANALYSIS,6,
School of Engineering,ME4064 , FLIGHT MECHANICS AND PERFORMANCE,6,
School of Engineering,ME4065 , FUNDAMENTALS OF THE ENGINEERING PROFESSION,9,
School of Engineering,ME4066 , FUNDAMENTALS OF CAD,6,
School of Engineering,ME4067 , ELECTRICAL FUNDAMENTALS (EASA),12,
School of Engineering,ME4068 , ELECTRONIC FUNDAMENTALS (EASA),6,
School of Engineering,ME4069 , DIGITAL TECHNIQUES FOR ELECTRONIC INSTRUMENT SYSTEMS (EASA),12,
School of Engineering,ME4070 , STRENGTH OF MATERIALS,6,
School of Engineering,ME4072 , MATERIALS AND HARDWARE (EASA),6,
School of Engineering,ME4073 , MAINTENANCE PRACTICES 1 (EASA),6,
School of Engineering,ME4074 , BASIC AERODYNAMICS (EASA),6,
School of Engineering,ME4075 , TURBINE AEROPLANE AERODYNAMICS STRUCTURES AND SYSTEMS 1 (EASA),12,
School of Engineering,ME4076 , GAS TURBINE ENGINES 1 (EASA),6,
School of Engineering,ME4077 , HUMAN FACTORS (EASA),6,
School of Engineering,ME4078 , AVIATION LEGISLATION (EASA),6,
School of Engineering,ME4079 , MAINTENANCE PRACTICES 2 (EASA),12,
School of Engineering,ME4080 ," TURBINE AEROPLANE AERODYNAMICS, STRUCTURES AND SYSTEMS 2 (EASA)",6,
School of Engineering,ME4081 , GAS TURBINE ENGINES 2 (EASA),6,
School of Engineering,ME4082 , PROPELLERS (EASA),6,
School of Engineering,ME4083 , ON,30,
School of Engineering,ME4084 , MATHEMATICS (EASA),3,
School of Engineering,ME4085 , PHYSICS (EASA),6,
School of Engineering,ME4087 , AIRWORTHINESS AND AIRCRAFT MAINTENANCE MANAGEMENT,6,
School of Engineering,ME4091 , EASA PART 21 DESIGN ENGINEERING,6,
School of Engineering,ME4092 , AEROSPACE VIBRATIONS,6,
School of Engineering,ME4098 ," AEROSPACE MATERIALS, STRUCTURAL INTEGRITY AND REPAIR",6,
School of Engineering,ME4101 , AIRCRAFT MECHANISMS,3,
School of Engineering,ME4102 , INTRODUCTION TO DIGITAL MECHATRONICS,6,
School of Engineering,ME4104 , AIRCRAFT SYSTEMS ENGINEERING,6,
School of Engineering,ME4107 , PROJECT 1 AIRCRAFT MAINTENANCE AND AIRWORTHINESS ENGINEERING,12,
School of Engineering,ME4108 , PROJECT 2 AIRCRAFT MAINTENANCE & AIRWORTHINESS ENGINEERING,12,
School of Engineering,ME4111 , ENGINEERING MECHANICS 1,6,
School of Engineering,ME4112 , ENGINEERING MECHANICS 2,6,
School of Engineering,ME4113 , APPLIED MECHANICS,6,
School of Engineering,ME4114 , ENGINEERING DESIGN & COMMUNICATION,6,
School of Engineering,ME4116 , AIRCRAFT VIBRATIONS,6,
School of Engineering,ME4117 , VIBRATION ANALYSIS,6,
School of Engineering,ME4118 ," COMPOSITES AND METALLICS, STRUCTURAL INTEGRITY AND REPAIR",6,
School of Engineering,ME4121 , ENGINEERING SCIENCE 1,6,
School of Engineering,ME4124 , FLIGHT DYNAMICS LABORATORY,3,
School of Engineering,ME4127 ," DESIGN, BUILD, FLY 1",6,
School of Engineering,ME4128 , AIRCRAFT FLIGHT DYNAMICS AND SIMULATION,6,
School of Engineering,ME4134 , AIRCRAFT DESIGN,3,
School of Engineering,ME4137 , AERODYNAMICS 2,6,
School of Engineering,ME4138 , Electronic Fundamentals (EASA),9,
School of Engineering,ME4147 , DESIGN OF THERMO,6,
School of Engineering,ME4148 , AIRCRAFT CONTROL SYSTEMS,6,
School of Engineering,ME4157 , PROTOTYPE BUILD AND TEST,12,
School of Engineering,ME4158 ," DESIGN, BUILD, FLY 2",6,
School of Engineering,ME4168 , ENGINEERING SCIENCE (EDUCATION),6,
School of Engineering,ME4178 , IN VITRO MODELS FOR BIOMEDICAL ENGINEERING,6,
School of Engineering,ME4188 , BIO,6,
School of Engineering,ME4213 , MECHANICS OF SOLID 1,6,
School of Engineering,ME4217 , MECHANICS OF SOLIDS 3,6,
School of Engineering,ME4218 , MECHANICS OF SOLIDS 4,6,
School of Engineering,ME4223 , FUNDAMENTALS OF AEROSPACE ENGINEERING,6,
School of Engineering,ME4226 , MECHANICS OF SOLIDS 2,6,
School of Engineering,ME4227 , AIRCRAFT STRUCTURES,6,
School of Engineering,ME4306 , BIOCOMPATABILITY,6,
School of Engineering,ME4307 , BIOMATERIALS 1,6,
School of Engineering,ME4308 , BIOMATERIALS 2,6,
School of Engineering,ME4315 , CRITICAL PROBLEM SOLVING FOR ENGINEERS,6,
School of Engineering,ME4316 , INTRODUCTION TO MACHINE LEARNING FOR ENGINEERS,6,
School of Engineering,ME4317 , PROJECT 1 DIGITAL MECHATRONIC ENGINEERING,6,
School of Engineering,ME4318 , PROJECT 2 DIGITAL MECHATRONIC ENGINEERING,12,
School of Engineering,ME4325 , ENHANCED PLACEMENT ENGINEERING PORTFOLIO 1,3,
School of Engineering,ME4328 , AIRCRAFT MAINTENANCE,3,
School of Engineering,ME4336 , ENHANCED PLACEMENT ENGINEERING PORTFOLIO 2,3,
School of Engineering,ME4412 , FLUID MECHANICS 1,6,
School of Engineering,ME4414 , FLUIDS MECHANICS 2,6,
School of Engineering,ME4417 , BOUNDARY LAYER THEORY,6,
School of Engineering,ME4424 , AERODYNAMICS 1,6,
School of Engineering,ME4427 , MEDICAL DEVICE DESIGN AND PLACEMENT,6,
School of Engineering,ME4438 , COMPUTATIONAL FLUID DYNAMICS,6,
School of Engineering,ME4516 , THERMODYNAMICS 2,6,
School of Engineering,ME4517 , ENERGY MANAGEMENT,6,
School of Engineering,ME4523 , THERMODYMANICS 1,6,
School of Engineering,ME4526 , INTRODUCTION TO HEAT TRANSFER,6,
School of Engineering,ME4527 , THERMODYNAMICS 3,6,
School of Engineering,ME4528 , PROPULSION SYSTEMS,6,
School of Engineering,ME4611 , COMPUTING,6,
School of Engineering,ME4616 , FINITE ELEMENT ANALYSIS,6,
