,,
Module Code , Title,Credits
PI4738 , INTERROGATING CULTURE,6
PI4743 ," KNOWLEDGE, CRITIQUE, AND MODERNITY",6
PI4744 , POLITICAL PHILOSOPHY,6
PI4767 , UNDERGRADUATE DISSERTATION IN PHILOSOPHY 1,6
PI4768 , UNDERGRADUATE DISSERTATION IN PHILOSOPHY 2,6
PI4777 , PHILOSOPHY OF SCIENCE AND TECHNOLOGY,6
PI4787 , PERSONAL DEVELOPMENT & PORTFOLIO CONSTRUCTION,6
PI4797 , Conference Presentation,6
PI4903 ," PHILOSOPHY, ETHICS AND LEGAL ISSUES FOR NURSING",6
PI5007 , DISSERTATION PROPOSAL,6
PI5008 , CAPSTONE ESSAY,6
PI5774 , European Modernism 1871 ,9
PI602 , HISTORY AND PHILOSOPHY OF PICTORAL SPACE,10
PI6711 ," UNDERSTANDING, DIALOGUE, AND INTERPRETATION",9
PI6713 , DISSERTATION,30
PI6721 , CONTEMPORARY EUROPEAN THOUGHT AND THE CRITQUE OF MODERNITY,9
PI6723 , DISSERTATION,30
PI7711 , Research/Doctoral Studies Panel 1,10
PI7712 , Research/Doctoral Studies Panel 2,21
PI7713 , Research Proposal Submission,20
PI7721 , Research/Doctoral Studies Panel 3,16
PI7722 , Research/Doctoral Studies Panel 4,15
PI7723 , Research/Doctoral Studies Panel 5,20
PI7724 , Generic Skills Module 2,11
PI7731 , Research/Doctoral Studies Panel 6,24
PI7732 , Research/Doctoral Studies Panel 7,24
PI7733 , Research/Doctoral Studies Panel 8,30
PI7741 , Research/Doctoral Studies Panel 9,30
PI7742 , Research/Doctoral Studies Panel 10,30
PI7743 , Research/Doctoral Studies Panel 11,30
PL4013 , COMMUNITY DEVELOPMENT,6
PL4017 , REGIONAL DEVELOPMENT,6
PL5101 , RESEARCH METHODOLOGY,9
PM2001 , DEVELOPING PROFESSIONAL COMPETENCY,3
PM2002 , CONTINUING PROFESSIONAL DEVELOPMENT,3
PM2011 , SELECTING THE TEAM,6
PM2012 , TEAM BUILDING,6
PM2021 , SELECTING THE TEAM,6
PM2022 , MOTIVATING THE TEAM,6
PM2031 , MOTIVATING THE TEAM,6
PM2032 , LEGAL ISSUES,6
PM2041 , HUMAN RESOURCE MANAGEMENT,9
PM2042 , REFLECTIVE LEARNING JOURNAL,6
PM2052 , REFLECTIVE LEARNING JOURNAL,6
PM2062 , MANAGING PERFORMANCE,6
PM2072 , MANAGING EMPLOYEE RELATIONS,6
PM2082 , MANAGING CHANGE AND CONFLICT,6
PM2092 , HUMAN RESOURCE MANAGEMENT SKILLS,9
PM2101 , PERSONNEL MANAGEMENT,9
PM2102 , INDUSTRIAL RELATIONS AND EMPLOYMENT LAW,9
PM2111 , HUMAN RESOURCE DEVELOPMENT,9
PM2112 , PERSONNEL MANAGEMENT SKILLS,9
PM2121 , Project A,9
PM2122 , PROJECT B,9
PM2132 , EMPLOYMENT RELATIONS,9
PM2711 , INTRODUCTION TO PASTORAL THEOLOGY 1,3
PM2712 , INTRODUCTION TO PASTORAL THEOLOGICAL REFLECTION 1,3
PM2713 , INTRODUCTION TO PASTORAL THEOLOGY 2,3
PM2714 , INTRODUCTION TO PASTORAL THEOLOGICAL REFLECTION 2,3
PM2721 , INTRODUCTION TO THE BIBLE,3
PM2722 , TOWARDS A THEOLOGY OF COLLABORATIVE MINISTRY,3
PM2723 , NEW TESTAMENT CHRISTOLOGY,3
PM2731 , MINISTRY AND PERSONAL DEVELOPMENT,3
PM2732 , LITURGY AND SACRAMENTS,3
PM2741 , CHRISTIAN SPIRITUALITY FOR MINISTRY,3
PM3002 , BEHAVIOUR IN ORGANISATIONS 2,6
PM3012 , ORGANISATIONAL BEHAVIOUR 2,6
PM3013 , HR MANAGEMENT AND DEVELOPMENT,6
PM3021 , HR MANAGEMENT AND DEVELOPMENT,6
PM3022 , HUMAN RESOURCE MANAGEMENT AND DEVELOPMENT,6
PM3031 , BEHAVIOUR IN ORGANISATIONS 1,6
PM3032 , HUMAN RELATIONS AND BEHAVIOUR,9
PM3041 , EMPLOYEE RELATIONS,6
PM3071 , RESEARCH AND COMMUNICATION,6
PM3081 , ORGANISATIONAL BEHAVIOUR 1,6
PM3091 , EMPLOYEE RELATIONS,6
PM3501 , ORGANISATIONAL BEHAVIOUR (HEALTH SERVICES),6
PM3502 , HUMAN RESOURCE MANAGEMENT AND EMPLOYEE RELATIONS,6
PM4002 , ORGANISATIONAL BEHAVIOUR 1,6
PM4003 , HUMAN RESOURCE MANAGEMENT 1,6
PM4004 , EMPLOYMENT RELATIONS 1,6
PM4005 , MANAGEMENT CONSULTING,6
PM4006 , RESEARCH METHODS,9
PM4007 , ORGANISATIONAL BEHAVIOUR 3,6
PM4008 , EMPLOYMENT RELATIONS PRACTICE,6
PM4012 , ORGANISATIONAL BEHAVIOUR,9
PM4013 , PRINCIPLES OF HUMAN RESOURCE MANAGEMENT,6
PM4014 , HUMAN RESOURCE DEVELOPMENT,6
PM4015 , EMPLOYMENT RELATIONS 2,6
PM4017 , HUMAN RESOURCE PRACTICE,6
PM4018 , Personnel Management Practice,9
PM4022 , PRINCIPLES OF ORGANISATIONAL BEHAVIOUR,6
PM4024 , ORGANISATIONAL BEHAVIOUR 2,6
PM4025 , IRISH INDUSTRIAL RELATIONS,9
PM4027 , SOCIAL PSYCHOLOGY OF ORGANISATIONS,6
PM4028 , PSYCHOMETRICS AND PSYCHOLOGICAL TESTING,6
PM4034 , HUMAN RESOURCE MANAGEMENT,9
PM4035 , THE PSYCHOLOGY OF WORK,6
PM4037 , COLLABORATIVE LEARNING 1,3
PM4038 , HUMAN RESOURCE MANAGEMENT 2,6
PM4044 , EMPLOYMENT RELATIONS: THEORY AND DEVELOPMENTS,6
PM4045 , THEORETICAL PERSPECTIVES ON EMPLOYMENT RELATIONS,6
PM4047 , COMMUNICATION AND INTERPERSONAL SKILLS,3
PM4048 , COLLABORATIVE LEARNING 2,3
PM4054 , APPLIED ORGANISATIONAL BEHAVIOUR,6
PM4055 , CRITICAL PERSPECTIVES ON EMPLOYMENT RELATIONS,6
PM4057 , LEARNING TO LEARN 1,3
PM4058 , LEARNING TO LEARN 2,3
PM4064 , EMPLOYMENT RELATIONS,6
PM4067 , CONTEMPORARY ISSUES IN ORGANISATIONAL BEHAVIOUR,6
PM4068 , REFLECTIVE PRACTICE,3
PM4077 , HR ANALYTICS,6
PM4078 , HUMAN RESOURCE MANAGEMENT: CONTEXT AND STRATEGY,6
PM4088 , HUMAN RESOURCE MANAGEMENT IN EXERCISE AND HEALTH FITNESS,6
PM4098 , CONTEMPORARY HUMAN RESOURCE MANAGEMENT: CONTEXT AND STRATEGY,6
PM4101 , HUMAN RESOURCE MANAGEMENT IN CONTEXT,6
PM4102 , HUMAN RESOURCE MANAGEMENT SKILLS AND PRACTICE,6
PM4108 , THE PSYCHOLOGY OF CAREER SUCCESS,6
PM4202 , CONTEMPORARY EMPLOYMENT RELATIONS,6
PM4325 , ORGANISATION BEHAVIOUR 1,6
PM4427 , EMPLOYEE DEVELOPMENT,6
PM4428 , ORGANISATION BEHAVIOUR 2,6
PM4603 , EMPLOYEE RELATIONS FOR ENGINEERING AND SCIENCE,6
PM4613 , PERSONNEL MANAGEMENT 1,6
PM4803 , LEADERS AND LEADERSHIP DEVELOPMENT,9
PM4813 , CONTEMPORARY PERSPECTIVES ON WORK AND ORGANISATIONS,6
PM4902 , WOMEN MANAGEMENT AND ORGANISATION,6
PM4903 , ORGANISATION BEHAVIOUR 1,6
PM4904 , ORGANISATION BEHAVIOUR 2,6
PM4905 , HUMAN RESOURCE MANAGEMENT B,6
PM4906 , HUMAN RESOURCE MANAGEMENT C,6
PM4907 , STRATEGIC HUMAN RESOURCE MANAGEMENT,6
PM4908 , PSYCHOMETRICS AND PSYCHOLOGICAL TESTING,6
PM4911 , INTRODUCTION TO PEOPLE MANAGEMENT,9
PM4912 , FUNDAMENTALS OF ORGANISATIONAL BEHAVIOUR,9
PM4913 , MANAGING INFORMATION,6
PM4915 , HUMAN RESOURCE DEVELOPMENT 1,6
PM4916 , EMPLOYMENT RELATIONS 2,6
PM4918 , ORGANISATION BEHAVIOUR 3,6
PM4921 , FUNDAMENTALS OF EMPLOYMENT RELATIONS,9
PM4922 , FUNDAMENTALS OF LEARNING AND DEVELOPMENT,9
PM4923 , MANAGING FOR RESULTS,6
PM4924 , CONTINUINING PROFESSIONAL DEVELOPMENT 1,6
PM4925 , EMPLOYMENT RELATIONS 1,6
PM4926 , HUMAN RESOURCE DEVELOPMENT 2,6
PM4928 , INTERNATIONAL HUMAN RESOURCE MANAGEMENT,6
PM4931 , EMPLOYEE RESOURCING SKILLS AND DIGITALISATION,9
PM4932 , EVIDENCE,15
PM4934 , ORGANISATIONAL BEHAVIOUR,6
PM4935 , DEVELOPING PROFESSIONAL COMPETENCE 2,6
PM4936 , CONTINUING PROFESSIONAL DEVELOPMENT 2,6
PM4938 , CONTINUINING PROFESSIONAL DEVELOPMENT 3,6
PM4941 , HUMAN RESOURCE MANAGEMENT IN A DIGITALISED WORLD,9
PM4942 , CRITICAL PERSPECTIVES ON WORK,9
PM4943 , HUMAN RESOUCE MANAGEMENT,6
PM4944 , HUMAN RESOURCE DEVELOPMENT 1,9
PM4947 , MANAGEMENT REPORT A,6
PM4948 , MANAGEMENT REPORT B,6
PM4951 , CONTEMPORARY REGULATION OF WORK,9
PM4952 , LEARNING AND DEVELOPMENT IN ORGANISATIONS,9
PM4953 , REFLECTIVE LEARNING AND CONTINUING PROFESSIONAL DEVELOPMENT,6
PM4956 , EMPLOYMENT RELATIONS,6
PM4961 , APPLIED ORGANISATIONAL BEHAVIOUR ,9
PM4962 , HRM SKILLS IN A DIGITALISED WORKPLACE,9
PM4963 , ORGANISATION BEHAVIOUR 1,9
PM4964 , THE CHANGING WORLD OF WORK AND EMPLOYMENT RELATIONS,9
PM4965 , HRM PRACTICE WORKSHOP,6
PM4974 , MANAGING HUMAN RESOURCE MANAGEMENT IN A GLOBAL CONTEXT,9
PM4983 , AUTOMATION AND THE FUTURE OF WORK,9
PM4984 , CONTEMPORARY ISSUES IN ORGANISATIONAL BEHAVIOUR,9
PM4993 , WORKPLACE CONFLICT RESOLUTION,9
PM5000 , MASTERS PROJECT C,15
PM5001 , MASTER PROJECT A,15
PM5002 , MASTERS PROJECT B,15
PM5011 , SUSTAINABLE ORGANISATIONS AND DECISION MAKING,6
PM5012 , DIGITAL TRANSFORMATION OF WORK AND THE EMPLOYMENT RELATIONSHIP,6
PM5022 , DESIGNING WORK INTO THE FUTURE,6
PM5101 , PERSONNEL MANAGEMENT A,6
PM5111 , ORGANISATIONS AND ORGANISATIONAL BEHAVIOUR,9
PM5301 , HUMAN RESOURCE MANAGEMENT IN TRANSITION,6
PM5302 , EUROPEAN HUMAN RESOURCE MANAGEMENT IN TRANSITION 2,6
PM5311 , PSYCHOLOGY OF STRATEGIC DECISION MAKING AND ORGANISATIONAL CHANGE,9
PM5314 , THE PSYCHOLOGY OF WORK AND WORKING LIFE,6
PM5322 , THEORY OF CAREER DEVELOPMENT AND BEHAVIOUR,6
PM5342 , INTERNATIONAL INNOVATIONS IN HUMAN RES MGMT,9
PM5402 , QUALITY MANAGEMENT II,6
PM6002 ," PERSONNEL PSYCHOLOGY, SELECTION AND ASSESSMENT",9
PM6003 , STRATEGIC HUMAN RESOURCE MANAGEMENT,6
PM6011 , ORGANISATIONAL THEORY,6
PM6013 , STRATEGIC HUMAN RESOURCE DEVELOPMENT,3
PM6021 , PSYCHOLOGY OF EMPLOYMENT RELATIONS,6
PM6022 , PROFESSIONAL SKILLS LABORATORY,9
PM6023 , HUMAN RESOURCE MANAGEMENT,6
PM6031 , ORGANISATIONAL RESEARCH DESIGN AND METHODS,9
PM6032 , THESIS A (WORK AND ORGANISATIONAL PSYCHOLOGY),15
PM6033 , DISSERTATION 1,15
PM6041 , PSYCHOLOGY OF DECISION MAKING AND ORGANISATIONAL CHANGE,9
PM6043 , DISSERTATION 2,15
PM6051 , HUMAN RESOURCE MANAGEMENT FOR SMALL BUSINESSES,6
PM6052 , INTERNATIONAL HUMAN RESOURCE MANAGEMENT,6
PM6053 , DISSERTATION A (WORK AND ORGANISATIONAL PSYCHOLOGY),15
PM6061 , ORGANISATIONAL BEHAVIOUR,6
PM6062 , INTERNATIONAL STUDY TRIP,3
PM6063 , DISSERTATION B (WORK AND ORGANISATIONAL PSYCHOLOGY),15
PM6071 , RESEARCH METHODS 1,3
PM6072 ," LEADERSHIP, INFLUENCE AND CHANGE",6
PM6073 , THESIS A (WORK AND ORGANISATIONAL BEHAVIOUR),15
PM6081 , RESEARCH METHODS,9
PM6082 , HUMAN RESOURCE MANAGEMENT FOR SMALL AND MEDIUM ENTERPRISES,6
PM6083 , THESIS B (WORK AND ORGANISATIONAL BEHAVIOUR),15
PM6091 , ORGANISATIONS AND ORGANISATIONAL BEHAVIOUR,9
PM6100 , THESIS B (WORK AND ORGANISATIONAL PSYCHOLOGY),15
PM6101 , ORGANISATIONAL BEHAVIOUR,6
PM6102 , HUMAN RESOURCE MANAGEMENT,6
PM6103 , DISSERTATION A,15
PM6110 , PSYCHOMETRIC ASSESSMENT CERTIFICATE ,3
PM6111 , PEOPLE AND BEHAVIOUR IN PROJECTS,6
PM6113 , DISSERTATION B,15
PM6121 , M.S.c. THESIS PROPOSAL,3
PM6122 , RESEARCH SKILLS DEVELOPMENT,3
PM6131 , RESEARCH METHODS,6
PM6132 , WORKPLACE LEARNING AND DEVELOPMENT,6
PM6141 , THE PSYCHOLOGY OF DECISION MAKING AND ORGANISATIONAL CHANGE,6
PM6142 , NEGOTIATIONS AND CONFLICT MANAGEMENT,6
PM6151 , PROFESSIONAL SKILLS LABORATORY,6
PM6152 ," PERSONNEL PSYCHOLOGY, SELECTION AND ASSESSMENT",6
PM6161 , THE PSYCHOLOGY OF LEADERSHIP AND CHANGE,6
PM6162 , WELLBEING AND WORK,6
PM6171 , COMPARATIVE EMPLOYMENT RELATIONS,6
PM6172 , MANAGING PERFORMANCE IN ORGANISATIONS,6
PM6181 , CONTEMPORARY ISSUES IN HUMAN RESOURCE MANAGEMENT,6
PM6182 , PSYCHOMETRIC TESTING,3
PM6203 , HUMAN RESOURCES MANAGEMENT,6
PM6204 , HUMAN RESOURCE MANAGEMENT,6
PM6301 , THEORY AND PRACTICE OF NEGOTIATIONS,9
PM6303 , MANAGING THE EMPLOYMENT RELATIONSHIP,6
PM6312 , COMPARATIVE INDUSTRIAL RELATIONS,6
PM6331 , ORGANISATIONAL AND WORK DESIGN,6
PM6401 , CONTEMPORARY HUMAN RESOURCE MANAGEMENT AND SUSTAINABLE WORK,9
PM6411 , THE PSYCHOLOGY OF LEADING PEOPLE AND ORGANISATIONS,9
PM6421 , RESEARCHING WORK AND EMPLOYMENT,9
PM6431 , LEARNING AND DEVELOPMENT,9
PM6901 , PEOPLE AND BEHAVIOUR IN PROJECTS,6
PN4001 , TECHNICAL GRAPHICS 1,6
PN4002 , TECHNICAL GRAPHICS 2,6
PN4003 , TECHNICAL GRAPHICS AND 2D CAD,6
PN4005 , ENGINEERING DESIGN GRAPHICS 1,6
PN4006 , ENGINEERING DESIGN GRAPHICS 2 (E),6
PN4007 , BTECH EDUCATION (MATS AND ENG) PROJECT 1,6
PN4008 , BTECH EDUCATION (MATS AND ENG) PROJECT 2,12
PN4011 , DESIGN AND COMMUNICATION GRAPHICS 1,6
PN4012 , DESIGN AND COMMUNICATION GRAPHICS 2,6
PN4013 , TECHNICAL GRAPHICS 3,6
PN4014 , PREPARATION AND PLANNING FOR TECHNOLOGY TEACHING (MATERIAL AND ENGINEERING TECHNOLOGY),6
PN4015 , DESIGN AND TECHNOLOGY 2,6
PN4021 , PROCESS TECHNOLOGY 1 (ED),6
PN4022 , DESIGN AND TECHNOLOGY 1 (ED),6
PN4023 , DESIGN AND COMMUNICATION GRAPHICS 3,6
PN4025 , DESIGN AND COMMUNICATION GRAPHICS 4,6
PN4026 , ENGINEERING DESIGN GRAPHICS 2 (C),6
PN4028 , ENGINEERING DESIGN GRAPHICS 3 (C),6
PN4032 , WOOD TECHNOLOGY AND DESIGN 2: WOOD SCIENCE AND FOREST RESOURCES,6
PN4033 , PROCESS TECHNOLOGY 2 (ED),6
PN4035 , PROCESS TECHNOLOGY 3 (ED),6
PN4036 , DESIGN AND COMMUNICATION GRAPHICS 5,6
PN4038 , DESIGN AND COMMUNICATION GRAPHICS 6,6
PN4042 , WOOD TECHNOLOGY AND DESIGN 1: PROCESSING PRINCIPLES AND SKILLS,6
PN4043 , CLASSROOM PRACTICE IN TECHNOLOGY EDUCATION (WOOD TECHNOLOGY AND GRAPHICS),6
PN4045 , DESIGN AND TECHNOLOGY 2 (ED),6
PN4046 , SUBJECT PEDAGOGICS 2 (CONSTRUCTION STUDIES AND GRAPHICS),6
PN4048 , TECHNOLOGY TEACHER AS INNOVATOR (ED),9
PN4053 , WOOD TECHNOLOGY AND DESIGN 3: MATERIAL PROCESSING AND SAFETY,6
PN4055 , WOOD TECHNOLOGY AND DESIGN 4: ADVANCED PROCESSING TECHNOLOGIES,6
PN4056 , DESIGN AND TECHNOLOGY 3 (ED),6
PN4058 , CONSTRUCTION TECHNOLOGY 4: PROJECT AND SKILLS,9
PN4063 ," CLASSROOM PRACTICE IN TECHNOLOGY EDUCATION (ENGINEERING,TECHNOLOGY AND GRAPHICS)",6
PN4065 , CONSTRUCTION TECHNOLOGY 1,6
PN4066 , CONSTRUCTION TECHNOLOGY 2,6
PN4068 , TECHNOLOGY TEACHER AS RESEARCHER,6
PN4076 , CONSTRUCTION TECHNOLOGY 3,6
PN4101 , INTRODUCTION TO MATERIALS PROCESSING (ED),6
PN4102 , PROCESS TECHNOLOGY 1 (METAL),6
PN4103 , PROCESS TECHNOLOGY 2 (ED),6
PN4105 , PROCESS TECHNOLOGY 3 (ED),6
PN4106 , DESIGN AND AUTOMATION,6
PN4108 , MANUFACTURING AND SERVICE SYSTEMS DESIGN,3
PN4111 , INTRODUCTION TO MATERIAL PROCESSING,6
PN4206 , PROCESS TECHNOLOGY 4 (ED),6
PN4208 , ENGINEERING DESIGN GRAPHICS 3 (E),6
PN4305 , DESIGN & COMMUNICATION GRAPHICS 1,6
PN4306 , DESIGN & COMMUNICATION GRAPHICS 2,6
PN4308 , DESIGN & COMMUNICATION GRAPHICS 3,6
PN4318 , MACHINE CONTROL,6
PN5001 , TECHNICAL GRAPHICS 1,6
PN5002 , ENGINEERING GRAPHICS,6
PN5003 , AUTOMATION AND COMPUTER AIDED MANUFACTURE FOR TECHNOLOGY TEACHERS,6
PN5012 , PROJECT 1,6
PN5013 , MANUFACTURING AND SERVICE SYSTEMS DESIGN FOR TECHNOLOGY TEACHERS,6
PN5023 , ADVANCED 3D PARAMETRIC MODELLING,6
PN5101 , INTRODUCTION TO 3D PARAMETRIC MODELLING,6
PN5102 , CONSTRUCTION GRAPHICS,6
PN5201 , ELECTRONICS AND CONTROL FOR TECHNOLOGY TEACHERS,6
PN5901 , TECHNOLOGY EDUCATION AND WORKSHOP PRACTICE (MATERIALS AND ENGINEERING),6
PN5902 , TECHNOLOGY EDUCATION AND WORKSHOP PRACTICE 2 (MATERIALS AND ENGINEERING),6
PN6001 , GRAPHICAL EDUCATION FOR TECHNOLOGY TEACHERS,6
PN6002 , DISSERTATION 1,6
PN6003 , SUBJECT PEDAGOGICS 3 (TECHNOLOGY EDUCATION),3
PN6004 , SUBJECT PEDAGOGICS 3 (TECHNOLOGY EDUCATION),6
PN6011 , SUBJECT PEDAGOGICS 1 (ENGINEERING),6
PN6012 , SUBJECT PEDAGOGICS 2 (ENGINEERING),3
PN6021 , SUBJECT PEDAGOGICS 1 (CONSTRUCTION),6
PN6022 , SUBJECT PEDAGOGICS 2 (CONSTRUCTION),3
PO4004 , GLOBAL POLITICAL ECONOMY,6
PO4007 ," POWER, POLITICS AND SOCIAL CHANGE IN LATIN AMERICA",6
PO4008 , AFRICAN POLITICS: DEVELOPMENT AND DEMOCRACY,6
PO4011 , INTRODUCTION TO GOVERNMENT AND POLITICS,6
PO4013 , GOVERNMENT AND POLITICS IN IRELAND,6
PO4015 , GOVERNMENT AND POLITICS OF THE EU,6
PO4016 , ISSUES OF EUROPEAN INTEGRATION,6
PO4017 , POLITICS OF THE UNITED STATES,6
PO4018 , INTERNATIONAL RELATIONS,6
PO4021 , METHODS AND RESEARCH IN POLITICAL SCIENCE 1,6
PO4022 , MODERN EUROPEAN POLITICAL THOUGHT,6
PO4023 , COMPARATIVE EUROPEAN POLITICS,6
PO4027 , INTERNATIONAL ORGANISATIONS AND GLOBAL GOVERNANCE,6
PO4028 , THE POLITICS OF ETHNIC CONFLICT,6
PO4030 , THEORIES OF DISTRIBUTIVE JUSTICE,6
PO4032 , RUSSIAN POLITICS,6
PO4033 , POLITICAL THEORY,6
PO4038 , EURPOEAN PARTY POLITICS,6
PO4041 , THE POLITICS OF OIL,6
PO4042 , METHODS AND RESEARCH IN POLITICAL SCIENCE 2,6
PO4043 , INTRODUCTION TO IRISH POLITICS,6
PO4048 , ISSUES IN WORLD POLITICS,6
PO4051 , INTRODUCTION TO POLITICS AND INTERNATIONAL RELATIONS I,6
PO4052 , INTRODUCTION TO POLITICS AND INTERNATIONAL RELATIONS II,6
PO4058 , POLITICS OF THE THIRD WORLD,6
PO4062 , CONTEMPORARY MORAL ISSUES,6
PO4067 , STUDIES IN POLITICAL THOUGHT,6
PO4068 , POLITICAL LEADERSHIP,6
PO4072 , CITIZENS AND DEMOCRACY,6
PO4077 , NATIONS AND NATIONALISM IN THE MODERN WORLD,6
PO4082 , A SHORT INTRODUCTION TO CAPITALISM,6
PO4087 ," NATIONALISM, ETHNICITY AND CONFLICT",6
PO4088 , INTRODUCTION TO TERRORISM AND VIOLENT POLITICAL EXTREMISM,6
PO4091 , INTRODUCTION TO GOVERNMENT AND POLITICS,6
PO4092 , MODERN EUROPEAN POLITICAL THOUGHT,6
PO4093 , INTERNATIONAL RELATIONS,6
PO4094 , COMPARATIVE EUROPEAN POLITICS,6
PO4095 , GOVERNMENT AND POLITICS IN EUROPE,6
PO4096 , GOVERNMENT AND POLITICS IN IRELAND,6
PO4097 , ETHNIC CONFLICT IN IRELAND AND EUROPE,6
PO4098 , ISSUES IN WORLD POLITICS,6
PO4102 , METHODS AND RESEARCH IN POLITICAL SCIENCE,6
PO4107 ," NATIONALISM, ETHNICITY AND CONFLICT",6
PO4108 , MULTICULTURALISM AND POLITICAL THEORY,6
PO4111 , INTRODUCTION TO POLITICS AND INTERNATIONAL RELATIONS I,6
PO4112 , INTRODUCTION TO POLITICS AND INTERNATIONAL RELATIONS II,6
PO4117 , POLICY,6
PO4118 ," IRELAND AND EU MEMBERSHIP: ADAPTING POLITICS, POLICY AND POLITY",6
PO4127 , REGIONALISM IN WORLD POLITICS,6
PO4147 , POLITICS AND INTERNATIONAL RELATIONS FINAL YEAR PROJECT 1,6
PO4148 , POLITICS AND INTERNATIONAL RELATIONS FINAL YEAR PROJECT 2,6
PO5001 , GLOBAL TRANSFORMATION AND EXCLUSION,9
PO5002 , ISSUES IN INTERNATIONAL POLICY,9
PO5003 , DISSERTATION (MA IN POLITICS),30
PO5004 , GRADUATE SEMINAR IN DEVELOPMENT,9
PO5005 , GRADUATE RESEARCH METHODS,12
PO5006 , GRADUATE SEMINAR IN PEACEBUILDING,9
PO5007 , GRADUATE SEMINAR IN INTERNATIONAL COOPERATION AND CONFLICT,9
PO5008 , INTERNATIONAL POLITICAL ECONOMY,9
PO5009 , GRADUATE SEMINAR IN COMPARATIVE POLITICS,9
PO5010 , GRADUATE SEMINAR IN EUROPEAN GOVERNANCE,9
PO5011 , POLITICS OF EUROPEAN INTEGRATION,9
PO5012 , EXTERNAL RELATIONS OF THE EUROPEAN UNION,9
PO5013 , CONFLICT ANALYSIS,9
PO5014 , MULTI LEVEL GOVERNANCE: CONCEPTS AND PRACTICE,9
PO5015 , GRADUATE SEMINAR IN CONTEMPORARY POLITICAL THEORY,9
PO5016 , GRADUATE SEMINAR IN INTERNATIONAL RELATIONS,9
PO5017 , GRADUATE SEMINAR IN INSTITUTIONS AND POLICIES OF THE EUROPEAN UNION,9
PO5021 , INTERNATIONAL RELATIONS,9
PO5031 , THE POLITICS AND POLITICAL ECONOMY OF THE DEVELOPING WORLD,9
PO5032 , INTERNATIONAL ORGANISATION,9
PO5041 , CONTEMPORARY POLITICAL THEORY,9
PO5042 , DISSERTATION,30
PO5051 ," FUNCTION, INSTITUTIONS AND NEGOTIATIONS OF INTERNATIONAL RELATIONS",9
PO5052 , ISSUES IN INTERNATIONAL DEVELOPMENT,9
PO5061 , LINKING RESEARCH AND PRACTICE 1,3
PO5062 , POLITICAL RECONCILIATION IN THE AFTERMATH OF CONFLICT,9
PO5071 , INTERNATIONAL COOPERATION AND CONFLICT,9
PO5072 , COMPARATIVE POLITICS,9
PO5081 , ACADEMIC AND TRANSFERABLE SKILLS TRAINING,3
PO5082 , ISSUES IN CONTEMPORARY DEMOCRATIC THEORY,9
PO5091 , DEVELOPMENT THEORY,9
PO5092 , PUBLIC POLICY AND PROGRAMME MANAGEMENT,9
PO5101 ," CONFLICT, SECURITY AND DEVELOPMENT",9
PO5102 , IRELAND AND GLOBALISATION,9
PO5112 , RUSSIAN AND POST,9
PO5122 , INTERNATIONAL FIELDTRIP EVALUATION AND RESEARCH,9
PO5132 , MAINSTREAMING SOCIAL INCLUSION,9
PO5142 , POLITICAL ECONOMY OF IRELAND,9
PO5152 , TERRORISM AND VIOLENT POLITICAL EXTREMISM,9
PO5162 , FOREIGN AID AND DEVELOPMENT,9
PO5172 , LINKING RESEARCH AND PRACTICE 2,3
PO5182 , DEVELOPMENT PRACTICE AND PROGRAMME MANAGEMENT,9
PO5192 , TERRORISM AND VIOLENT POLITICAL EXTREMISM,9
PO5212 , INTERNATIONAL SECURITY,9
PO5222 , GLOBAL JUSTICE,9
PO5232 , REPRESENTATIVE DEMOCRACY IN EUROPE,9
PO5242 , PARTIES GOVERNMENT AND POLICY,9
PO5252 , COMPARATIVE CLIMATE POLICY AND POLITICS,9
PO6001 , INSTITUTIONS AND POLICIES OF THE EUROPEAN UNION,9
PO6002 , POLICIES AND POLICY MAKING IN THE EUROPEAN UNION,9
PO6003 , FINAL PROJECT ,24
PO6011 ," GOVERNMENT AND GOVERNANCE:POLITICS, POLICY AND PRACTICE",9
PO6012 ," EUROPEAN PUBLIC ADMINISTRATION: ACTORS, INSTITUTIONS AND POLICY PROCESS",9
PO6021 , POLITICAL PRINCIPLES FOR A CULTURALLY DIVERSE WORLD,9
PO6022 , COLLABORATIVE GOVERNANCE AND LEADERSHIP,9
PO6031 , CONTEMPORARY ETHICAL ISSUES,9
PO6032 , GENDER & POLITICS,9
PO6041 , PUBLIC ADMINISTRATION THEORY AND PRACTICE,9
PO8001 , PHD PROPOSAL DEVELOPMENT 1,3
PO8002 , PHD PROPOSAL DEVELOPMENT 2,3
PO8011 , RESEARCH METHODS FOR PHD STUDENTS,9
PP8001 , PERSONAL PROFESSIONAL PORTFOLIO,9
PR4001 , INTRODUCTION TO PHYSIOTHERAPY PRACTICE 1,6
PR4002 , ANATOMY 2,12
PR4003 , FOUNDATIONS OF PHYSIOTHERAPY,9
PR4004 , RESEARCH PROJECT 1,9
PR4005 , PRACTICE EDUCATION 1 ,18
PR4006 , RESEARCH PROJECT 3,6
PR4007 , RESEARCH PROJECT 1,6
PR4008 , RESEARCH PROJECT 2,9
PR4009 , Research Project 2,6
PR4010 , ANATOMY 1,12
PR4011 , INTRODUCTION TO PHYSIOTHERAPY PRACTICE 2,6
PR4012 , PARTICIPATION IN THE COMMUNITY 1,3
PR4014 , NEUROMUSCULOSKELETAL CASES,15
